probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,Unnamed: 5
0.961207	446.427776	36.802000,,,,,
0.960991	446.428911	36.902000,,,,,
0.961223	446.424913	37.002000,,,,,
0.961645	446.420502	37.102000,,,,,
0.961403	446.351743	37.202000,,,,,
0.960892	446.433483	37.302000,,,,,
0.960948	446.417648	37.402000,,,,,
0.961126	446.336366	37.502000,,,,,
0.961265	446.422040	37.602000,,,,,
0.960665	446.432687	37.702000,,,,,
0.961368	446.318389	37.803000,,,,,
0.961102	446.451811	37.902000,,,,,
0.961585	446.424550	38.003000,,,,,
0.961221	446.423839	38.102000,,,,,
0.961845	446.348827	38.202000,,,,,
0.961648	446.321865	38.302000,,,,,
0.962034	446.359611	38.402000,,,,,
0.961287	446.330763	38.502000,,,,,
0.961615	446.302019	38.602000,,,,,
0.961238	446.381501	38.702000,,,,,
0.960940	446.414634	38.802000,,,,,
0.961649	446.394181	38.902000,,,,,
0.961458	446.461211	39.002000,,,,,
0.961224	446.340852	39.102000,,,,,
0.961398	446.329996	39.202000,,,,,
0.962030	446.279820	39.302000,,,,,
0.962257	446.194877	39.402000,,,,,
0.961522	446.330349	39.502000,,,,,
0.961780	446.322235	39.602000,,,,,
0.962112	446.299561	39.702000,,,,,
0.961544	446.348568	39.802000,,,,,
0.961580	446.391203	39.902000,,,,,
0.961979	446.339088	40.002000,,,,,
0.961897	446.314472	40.103000,,,,,
0.961786	446.258322	40.202000,,,,,
0.962359	446.237036	40.302000,,,,,
0.962481	446.205400	40.402000,,,,,
0.961724	446.296771	40.502000,,,,,
0.961955	446.237596	40.602000,,,,,
0.961952	446.288226	40.702000,,,,,
0.962605	446.211798	40.802000,,,,,
0.961837	446.340966	40.902000,,,,,
0.962000	446.262689	41.002000,,,,,
0.962452	446.220603	41.102000,,,,,
0.961964	446.223396	41.202000,,,,,
0.961355	446.235357	41.302000,,,,,
0.962098	446.243805	41.402000,,,,,
0.962424	446.237101	41.502000,,,,,
0.961978	446.301235	41.602000,,,,,
0.962179	446.251417	41.702000,,,,,
0.962081	446.278265	41.802000,,,,,
0.962138	446.258515	41.902000,,,,,
0.961907	446.255681	42.002000,,,,,
0.962143	446.224537	42.102000,,,,,
0.962757	446.181987	42.202000,,,,,
0.962678	446.146058	42.302000,,,,,
0.962173	446.229629	42.402000,,,,,
0.962652	446.128579	42.502000,,,,,
0.961965	446.226249	42.602000,,,,,
0.961869	446.263724	42.702000,,,,,
0.962855	446.232350	42.803000,,,,,
0.963192	446.170050	42.902000,,,,,
0.962692	446.159629	43.002000,,,,,
0.962312	446.203319	43.102000,,,,,
0.962518	446.186874	43.202000,,,,,
0.962888	446.132293	43.302000,,,,,
0.962666	446.213306	43.402000,,,,,
0.962436	446.198419	43.502000,,,,,
0.962745	446.145244	43.602000,,,,,
0.962441	446.196863	43.702000,,,,,
0.962292	446.197564	43.802000,,,,,
0.962966	446.125696	43.902000,,,,,
0.962640	446.185829	44.002000,,,,,
0.962309	446.161633	44.102000,,,,,
0.962932	446.156461	44.202000,,,,,
0.963380	446.072018	44.302000,,,,,
0.962923	446.139521	44.402000,,,,,
0.962758	446.161385	44.502000,,,,,
0.962767	446.181181	44.602000,,,,,
0.963569	446.093265	44.702000,,,,,
0.962604	446.162455	44.802000,,,,,
0.962615	446.124203	44.903000,,,,,
0.962914	446.121326	45.003000,,,,,
0.963205	446.068897	45.102000,,,,,
0.962915	446.142841	45.203000,,,,,
0.962703	446.116052	45.302000,,,,,
0.963377	446.089429	45.402000,,,,,
0.963566	446.103698	45.502000,,,,,
0.963017	446.097490	45.602000,,,,,
0.963835	446.054943	45.702000,,,,,
0.962712	446.128621	45.802000,,,,,
0.962826	446.076667	45.902000,,,,,
0.963010	446.081977	46.002000,,,,,
0.963771	446.070127	46.102000,,,,,
0.962940	446.123556	46.202000,,,,,
0.962710	446.166494	46.302000,,,,,
0.963656	446.091235	46.402000,,,,,
0.963674	446.077895	46.502000,,,,,
0.963046	446.090810	46.602000,,,,,
0.963523	446.042398	46.702000,,,,,
0.964250	445.979619	46.802000,,,,,
0.963719	446.009259	46.902000,,,,,
0.963080	446.075420	47.002000,,,,,
0.962942	446.079603	47.102000,,,,,
0.963394	446.038831	47.202000,,,,,
0.963077	446.135402	47.302000,,,,,
0.963409	446.112771	47.402000,,,,,
0.963436	446.069798	47.502000,,,,,
0.963894	445.998885	47.602000,,,,,
0.963486	446.016874	47.702000,,,,,
0.963929	445.968295	47.802000,,,,,
0.963600	445.984186	47.902000,,,,,
0.963119	446.062347	48.002000,,,,,
0.963872	446.029820	48.102000,,,,,
0.963945	445.976214	48.202000,,,,,
0.963667	446.016903	48.302000,,,,,
0.962656	446.104537	48.402000,,,,,
0.963402	446.081263	48.502000,,,,,
0.963947	445.970036	48.602000,,,,,
0.964038	445.973309	48.702000,,,,,
0.963764	445.954664	48.803000,,,,,
0.964078	445.942231	48.902000,,,,,
0.963876	445.984961	49.002000,,,,,
0.963180	446.009175	49.102000,,,,,
0.963680	446.006202	49.202000,,,,,
0.964108	446.005623	49.302000,,,,,
0.964278	445.956118	49.402000,,,,,
0.963633	446.013995	49.502000,,,,,
0.963968	445.982299	49.603000,,,,,
0.963658	445.983667	49.703000,,,,,
0.963525	445.930634	49.802000,,,,,
0.963808	445.947903	49.902000,,,,,
0.964653	445.923454	50.002000,,,,,
